Open,High,Low,Close,Volume,5_minutes_percentage_change,10_minutes_percentage_change,15_minutes_percentage_change,20_minutes_percentage_change,25_minutes_percentage_change,30_minutes_percentage_change,35_minutes_percentage_change,40_minutes_percentage_change,45_minutes_percentage_change,RSI,MACD,MACD_Signal,MACD_Hist,RSI_roc,MACD_Signal_roc,overall_sentiment_score,title_positive,title_negative,title_neutral,summary_positive,summary_negative,summary_neutral,expected_sentiment,50_minutes_percentage_change
-0.29047589961862447,-0.29025955759476024,-0.2908158261855186,-0.2905019122343571,0.5710315628873843,1.1578394291966132,2.580099307180279,2.437626611851686,2.424261899458006,2.215828932576562,2.079955007819901,1.9896571299698655,1.1858117070785283,1.5016073109991814,0.37766583890468963,0.18454231519130418,0.2048886395340457,-0.04057463181355544,-0.824369153270083,-0.04057463181355662,0.5652803164234559,1.0424941106819345,-0.09733663104138995,-0.37527257349747434,0.29065709256888217,-0.027008370550407418,0.21911904710214467,0.0,0.5919279007071848
-0.2905701987031732,-0.29032806391296956,-0.2910724758473569,-0.2904761986392365,1.0488040431009822,1.7143298762257968,2.4707818475952235,2.461010521010827,2.1392535897149414,2.044527962718517,2.0795424897956747,1.8610078975364597,1.342161683484155,1.3064832263500217,0.4404217167288038,0.19988134114878767,0.20488597470847683,0.005022043956512472,0.16241253376459483,0.005022043956512543,0.5652803164234559,1.0424941106819345,-0.09733663104138995,-0.37527257349747434,0.29065709256888217,-0.027008370550407418,0.21911904710214467,0.0,0.5306127763743855
-0.29053590812697366,-0.29022530443565564,-0.29076346622106336,-0.2903819154571277,0.3774204252884524,1.519216285518107,2.1914465263496674,2.530775732409936,2.066079746265605,2.2650122378253292,1.5887047196751745,1.7144047529881545,0.8884753847013954,1.0506228782695939,0.6663658218531381,0.23589684643252,0.21205307371623067,0.09066100377490637,0.584744503220326,0.09066100377488219,0.5652803164234559,1.0424941106819345,-0.09733663104138995,-0.37527257349747434,0.29065709256888217,-0.027008370550407418,0.21911904710214467,0.0,0.4547642902684379
-0.29045875433052465,-0.29022530443565564,-0.2907420072192374,-0.29037334425875416,0.374979307714313,2.30718853027702,2.5775589074703604,2.888284725772646,1.9161938444429114,1.9139177471176791,1.6830245816723566,1.6151847547637046,1.0251319057055077,0.8824878786057562,0.6867883713349796,0.2637031880397521,0.22332187122806926,0.13965357892020214,0.05285366283258591,0.1396535789201794,0.5652803164234559,1.0424941106819345,-0.09733663104138995,-0.37527257349747434,0.29065709256888217,-0.027008370550407418,0.21911904710214467,0.0,0.5262952457779264
-0.29045875433052465,-0.2901824879867748,-0.29072913181814186,-0.29035963034135653,0.7223808524840278,3.023301045011746,2.531514445520131,2.1822439958035456,1.9767533893511002,1.5950527458115666,1.9643758576053252,1.3023476157447627,1.5171483413116849,1.1680769275306095,0.7213297816835638,0.28620086240246556,0.23681528654291373,0.1662254380597173,0.08939334718955214,0.16622543805972215,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.6979678921759855
-0.2904158911102752,-0.29006260192990857,-0.29060037780718617,-0.29026191867989826,1.4578895775722323,2.6252347988056304,2.11796263300782,2.0019270046884703,1.9232263207025633,1.7758122764114406,1.5100380187592422,0.8506373840528463,1.1927210719815318,0.867737992523738,0.9617747023851635,0.32780122716252563,0.2558909693691882,0.23290261100719256,0.622272688327663,0.2329026110071904,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.7078507078506977
-0.29027015616142715,-0.28996069878157227,-0.2904973745984216,-0.2901230652662471,0.9980593115285592,1.9073775301945142,1.7673107530420673,1.373867640310222,1.4402855562470862,1.5239905039439856,1.1537071781438017,0.8002548916755471,0.7805581366182486,0.550888246627235,1.261836522418557,0.39541316969284945,0.2846103195989294,0.3480910139262118,0.7765615296502658,0.34809101392619507,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.5175055841254934
-0.2901681416972335,-0.28994357220201994,-0.29040295499038743,-0.29006820959665647,0.3681441785067226,1.6921432665534963,1.9835126204245541,1.4042161579407182,1.7926157387538406,1.0710116851804348,1.0864131986865029,0.37030464915835004,0.574109679883019,0.45284235747015905,1.3701081687064476,0.4591157606492208,0.3202664099219269,0.43094663092099766,0.28020757605789287,0.4309466309210102,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.5146944285788457
-0.29013127932781896,-0.2897380532473921,-0.2903154022629375,-0.28989935698869795,1.6893685515400019,1.4715950130857907,1.8754666241788385,0.794155936687703,0.9858404846002796,0.8201078902081181,0.6658708704705844,0.20464411453733067,0.10866828744711585,0.34479249618783264,1.667984569778594,0.5509471882378525,0.3670712063450349,0.5641119088757207,0.7709056541667276,0.5641119088757282,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.5347801567391995
-0.28995982644682117,-0.28960960390074975,-0.29014630532854907,-0.2897399326989504,1.3090271765042434,0.6896869101864276,0.5462593367766186,0.4561986134863638,0.2545745554087634,0.8077651207128742,0.06189124453195952,0.4662516521610993,0.1599125776468626,0.4753839568201238,1.9004182362824076,0.6611305584950348,0.42644809739983947,0.7142787947070501,0.6015395213637431,0.714278794707071,-0.22911035867317892,0.8358744220388843,-0.026231316509191464,-0.21714678552990996,-0.2869564638475118,-0.021307571517948046,1.7704732062167647,0.0,0.4778090706030903
