Symbol,DateTime,Open,High,Low,Close,Volume,RSI_RSI,MACD_MACD,MACD_MACD_Signal,MACD_MACD_Hist
AAPL,2021-06-24 07:29:00,131.7001,131.7001,131.7001,131.7001,100,,,,
AAPL,2021-06-24 07:28:00,131.7001,131.7001,131.6804,131.6804,1190,,,,
AAPL,2021-06-24 07:27:00,131.7099,131.7491,131.7099,131.7491,2399,,,,
AAPL,2021-06-24 07:26:00,131.6903,131.7099,131.6903,131.7099,7159,,,,
AAPL,2021-06-24 07:25:00,131.6804,131.6804,131.6804,131.6804,1564,,,,
AAPL,2021-06-24 07:23:00,131.6510,131.6706,131.6510,131.6706,4160,,,,
AAPL,2021-06-24 07:22:00,131.6510,131.6510,131.6510,131.6510,625,,,,
AAPL,2021-06-24 07:21:00,131.6608,131.6804,131.6608,131.6706,1739,,,,
AAPL,2021-06-24 07:20:00,131.6412,131.6510,131.6412,131.6510,3343,,,,
AAPL,2021-06-24 07:17:00,131.6216,131.6216,131.6216,131.6216,713,,,,
AAPL,2021-06-24 07:15:00,131.6314,131.6314,131.6314,131.6314,300,,,,
AAPL,2021-06-24 07:14:00,131.6510,131.6510,131.6510,131.6510,200,,,,
AAPL,2021-06-24 07:13:00,131.6510,131.6706,131.6510,131.6706,400,,,,
AAPL,2021-06-24 07:11:00,131.6804,131.6804,131.6608,131.6608,477,,,,
AAPL,2021-06-24 07:10:00,131.6903,131.6903,131.6804,131.6804,2560,,,,
AAPL,2021-06-24 07:09:00,131.7001,131.7001,131.7001,131.7001,394,,,,
AAPL,2021-06-24 07:08:00,131.7099,131.7099,131.7099,131.7099,419,,,,
AAPL,2021-06-24 07:07:00,131.7295,131.7393,131.7295,131.7393,300,,,,
AAPL,2021-06-24 07:06:00,131.7001,131.7001,131.6804,131.6903,942,,,,
AAPL,2021-06-24 07:05:00,131.6608,131.7001,131.6608,131.7001,2323,,,,
AAPL,2021-06-24 07:04:00,131.6314,131.6510,131.6314,131.6510,900,,,,
AAPL,2021-06-24 07:03:00,131.6118,131.6510,131.6118,131.6118,325,,,,
AAPL,2021-06-24 07:02:00,131.6510,131.6608,131.6118,131.6118,1436,,,,
AAPL,2021-06-24 07:00:00,131.7099,131.7491,131.6118,131.6706,10901,,,,
AAPL,2021-06-24 06:57:00,131.7982,131.7982,131.7982,131.7982,250,,,,
AAPL,2021-06-24 06:56:00,131.7884,131.8963,131.7884,131.7982,1616,,,,
AAPL,2021-06-24 06:55:00,131.7785,131.7884,131.6804,131.6804,1135,,,,
AAPL,2021-06-24 06:54:00,131.7001,131.7884,131.7001,131.7884,373,,,,
AAPL,2021-06-24 06:53:00,131.6216,131.6216,131.6216,131.6216,200,,,,
AAPL,2021-06-24 06:50:00,131.6412,131.6412,131.6412,131.6412,200,,,,
AAPL,2021-06-24 06:46:00,131.6216,131.6216,131.6216,131.6216,384,,,,
AAPL,2021-06-24 06:32:00,131.7785,131.7785,131.7785,131.7785,500,,,,
AAPL,2021-06-24 06:22:00,131.7982,131.7982,131.7982,131.7982,755,,,,
AAPL,2021-06-24 06:21:00,131.7295,131.7982,131.7295,131.7491,2332,,,,
AAPL,2021-06-24 06:19:00,131.6608,131.6608,131.6608,131.6608,200,,,,
AAPL,2021-06-24 06:17:00,131.6412,131.6412,131.6412,131.6412,100,,,,
AAPL,2021-06-24 06:13:00,131.6510,131.6510,131.6510,131.6510,600,,,,
AAPL,2021-06-24 06:11:00,131.6510,131.6510,131.6510,131.6510,200,,,,
AAPL,2021-06-24 06:09:00,131.6510,131.6510,131.6510,131.6510,200,,,,
AAPL,2021-06-24 06:05:00,131.6314,131.6314,131.6314,131.6314,909,,,,
AAPL,2021-06-24 06:02:00,131.6706,131.6706,131.6706,131.6706,200,,,,
AAPL,2021-06-24 06:01:00,131.6608,131.6608,131.6510,131.6510,400,,,,
AAPL,2021-06-24 05:57:00,131.6804,131.6804,131.6804,131.6804,199,,,,
AAPL,2021-06-24 05:54:00,131.6804,131.6804,131.6804,131.6804,210,,,,
AAPL,2021-06-24 05:53:00,131.7393,131.7393,131.7393,131.7393,100,,,,
AAPL,2021-06-24 05:50:00,131.7393,131.7393,131.7393,131.7393,300,,,,
AAPL,2021-06-24 05:49:00,131.7393,131.7393,131.7393,131.7393,100,,,,
AAPL,2021-06-24 05:47:00,131.7393,131.7393,131.7393,131.7393,100,,,,
AAPL,2021-06-24 05:46:00,131.7295,131.7393,131.7295,131.7393,900,,,,
AAPL,2021-06-24 05:45:00,131.6706,131.6706,131.6706,131.6706,494,,,,
AAPL,2021-06-24 05:43:00,131.7491,131.7491,131.7099,131.7099,590,,,,
AAPL,2021-06-24 05:42:00,131.7001,131.7001,131.6804,131.6804,593,,,,
AAPL,2021-06-24 05:41:00,131.7001,131.7001,131.7001,131.7001,490,,,,
AAPL,2021-06-24 05:40:00,131.7001,131.7001,131.7001,131.7001,100,,,,
AAPL,2021-06-24 05:32:00,131.7589,131.7589,131.7589,131.7589,499,,,,
AAPL,2021-06-24 05:23:00,131.7491,131.7884,131.7491,131.7884,1092,,,,
AAPL,2021-06-24 05:16:00,131.7982,131.7982,131.7982,131.7982,300,,,,
AAPL,2021-06-24 05:14:00,131.7393,131.7491,131.7393,131.7491,718,,,,
AAPL,2021-06-24 05:13:00,131.7197,131.7197,131.7197,131.7197,151,,,,
AAPL,2021-06-24 05:12:00,131.7099,131.7099,131.7099,131.7099,208,,,,
AAPL,2021-06-24 05:10:00,131.7295,131.7295,131.7295,131.7295,1423,,,,
AAPL,2021-06-24 05:08:00,131.7393,131.7393,131.7393,131.7393,290,,,,
AAPL,2021-06-24 04:50:00,131.6608,131.6608,131.6608,131.6608,380,,,,
AAPL,2021-06-24 04:48:00,131.6903,131.6903,131.6903,131.6903,100,,,,
AAPL,2021-06-24 04:46:00,131.7001,131.7001,131.7001,131.7001,164,,,,
AAPL,2021-06-24 04:42:00,131.7295,131.7295,131.7295,131.7295,187,,,,
AAPL,2021-06-24 04:39:00,131.7099,131.7099,131.6020,131.6020,370,,,,
AAPL,2021-06-24 04:28:00,131.6510,131.6510,131.6510,131.6510,100,,,,
AAPL,2021-06-24 04:25:00,131.6804,131.6804,131.6804,131.6804,109,,,,
AAPL,2021-06-24 04:20:00,131.6216,131.6216,131.6216,131.6216,100,,,,
AAPL,2021-06-24 04:16:00,131.5235,131.7001,131.5235,131.7001,462,,,,
AAPL,2021-06-24 04:15:00,131.6608,131.6608,131.6510,131.6510,400,,,,
AAPL,2021-06-24 04:13:00,131.7001,131.7001,131.7001,131.7001,400,,,,
AAPL,2021-06-24 04:10:00,131.7001,131.7001,131.7001,131.7001,650,,,,
AAPL,2021-06-24 04:07:00,131.6706,131.6804,131.6706,131.6804,444,,,,
AAPL,2021-06-24 04:06:00,131.6903,131.6903,131.6804,131.6804,450,,,,
AAPL,2021-06-24 04:04:00,131.6706,131.6706,131.6706,131.6706,500,,,,
AAPL,2021-06-24 04:03:00,131.6216,131.6314,131.6118,131.6118,626,,,,
AAPL,2021-06-24 04:02:00,131.6412,131.7001,131.4548,131.4548,1521,,,,
AAPL,2021-06-24 04:01:00,131.4352,131.4646,131.3077,131.4646,1982,,,,
AAPL,2021-06-24 04:00:00,131.2880,131.2880,131.2880,131.2880,674,,,,
AAPL,2021-06-23 19:59:00,131.1115,131.1115,131.1016,131.1115,925,,,,
AAPL,2021-06-23 19:58:00,131.1115,131.1213,131.1115,131.1115,2205,,,,
AAPL,2021-06-23 19:57:00,131.1016,131.1016,131.1016,131.1016,695,,,,
AAPL,2021-06-23 19:56:00,131.1213,131.1213,131.1213,131.1213,4566,,,,
AAPL,2021-06-23 19:55:00,131.1115,131.1115,131.0918,131.0918,2461,,,,
AAPL,2021-06-23 19:54:00,131.1311,131.1311,131.1213,131.1311,1561,,,,
AAPL,2021-06-23 19:53:00,131.1311,131.1311,131.1310,131.1310,225,,,,
AAPL,2021-06-23 19:51:00,131.1213,131.1507,131.1213,131.1507,1190,,,,
AAPL,2021-06-23 19:49:00,131.1605,131.1605,131.1115,131.1115,1784,,,,
AAPL,2021-06-23 19:48:00,131.1409,131.1409,131.1409,131.1409,2465,,,,
AAPL,2021-06-23 19:47:00,131.1409,131.1605,131.1409,131.1605,2832,,,,
AAPL,2021-06-23 19:46:00,131.1409,131.1409,131.1409,131.1409,856,,,,
AAPL,2021-06-23 19:45:00,131.1409,131.1409,131.1409,131.1409,100,,,,
AAPL,2021-06-23 19:42:00,131.1311,131.1311,131.1311,131.1311,330,,,,
AAPL,2021-06-23 19:41:00,131.1311,131.1311,131.1213,131.1213,990,,,,
AAPL,2021-06-23 19:40:00,131.1311,131.1311,131.1311,131.1311,2989,,,,
AAPL,2021-06-23 19:39:00,131.1311,131.1311,131.1311,131.1311,262,,,,
AAPL,2021-06-23 19:38:00,131.1311,131.1311,131.1311,131.1311,1645,,,,
AAPL,2021-06-23 19:37:00,131.1213,131.1213,131.1213,131.1213,472,,,,
AAPL,2021-06-23 19:33:00,131.1409,131.1409,131.1311,131.1409,490,,,,
AAPL,2021-06-23 19:31:00,131.1016,131.1016,131.1016,131.1016,406,,,,
AAPL,2021-06-23 19:30:00,131.1409,131.1409,131.1409,131.1409,100,,,,
AAPL,2021-06-23 19:29:00,131.1409,131.1409,131.1409,131.1409,400,,,,
AAPL,2021-06-23 19:28:00,131.1507,131.1507,131.1016,131.1016,2050,,,,
AAPL,2021-06-23 19:27:00,131.1409,131.1409,131.1409,131.1409,400,,,,
AAPL,2021-06-23 19:26:00,131.1017,131.1409,131.1017,131.1409,3300,,,,
AAPL,2021-06-23 19:25:00,131.1016,131.1016,131.1016,131.1016,100,,,,
AAPL,2021-06-23 19:24:00,131.1115,131.1115,131.1115,131.1115,285,,,,
AAPL,2021-06-23 19:22:00,131.1016,131.1115,131.0918,131.1115,2113,,,,
AAPL,2021-06-23 19:21:00,131.1016,131.1016,131.1016,131.1016,100,,,,
AAPL,2021-06-23 19:20:00,131.1409,131.1409,131.1115,131.1115,899,,,,
AAPL,2021-06-23 19:18:00,131.1311,131.1311,131.1311,131.1311,178,,,,
AAPL,2021-06-23 19:16:00,131.1213,131.1213,131.1213,131.1213,675,,,,
AAPL,2021-06-23 19:15:00,131.1115,131.1115,131.1115,131.1115,429,,,,
AAPL,2021-06-23 19:12:00,131.1115,131.1115,131.1115,131.1115,900,,,,
AAPL,2021-06-23 19:11:00,131.1213,131.1213,131.1213,131.1213,298,,,,
AAPL,2021-06-23 19:10:00,131.1311,131.1311,131.1213,131.1213,2289,,,,
AAPL,2021-06-23 19:09:00,131.1311,131.1311,131.1311,131.1311,100,,,,
AAPL,2021-06-23 19:07:00,131.1311,131.1311,131.1311,131.1311,500,,,,
AAPL,2021-06-23 19:06:00,131.1409,131.1409,131.1409,131.1409,138,,,,
AAPL,2021-06-23 19:03:00,131.1213,131.1311,131.1213,131.1311,344,,,,
AAPL,2021-06-23 19:02:00,131.1409,131.1409,131.1311,131.1311,1210,,,,
AAPL,2021-06-23 19:00:00,131.1409,131.1409,131.1311,131.1311,228,,,,
AAPL,2021-06-23 18:59:00,131.1213,131.1213,131.1213,131.1213,246,,,,
AAPL,2021-06-23 18:58:00,131.1311,131.1409,131.1311,131.1409,390,,,,
AAPL,2021-06-23 18:57:00,131.1409,131.1409,131.1409,131.1409,300,,,,
AAPL,2021-06-23 18:56:00,131.1409,131.1409,131.1409,131.1409,200,,,,
AAPL,2021-06-23 18:55:00,131.1409,131.1409,131.1409,131.1409,100,,,,
AAPL,2021-06-23 18:54:00,131.1409,131.1409,131.1409,131.1409,400,,,,
AAPL,2021-06-23 18:53:00,131.1409,131.1409,131.1409,131.1409,1271,,,,
AAPL,2021-06-23 18:52:00,131.1213,131.1213,131.1213,131.1213,1100,,,,
AAPL,2021-06-23 18:51:00,131.1213,131.1409,131.1213,131.1213,1260,,,,
AAPL,2021-06-23 18:50:00,131.1213,131.1213,131.1213,131.1213,2065,,,,
AAPL,2021-06-23 18:49:00,131.1507,131.1605,131.1213,131.1213,3289,,,,
AAPL,2021-06-23 18:48:00,131.1409,131.1409,131.1409,131.1409,300,,,,
AAPL,2021-06-23 18:44:00,131.1213,131.1213,131.1213,131.1213,100,,,,
AAPL,2021-06-23 18:42:00,131.1801,131.1801,131.1311,131.1311,4818,,,,
AAPL,2021-06-23 18:41:00,131.1801,131.1801,131.1801,131.1801,100,,,,
AAPL,2021-06-23 18:39:00,131.1703,131.2096,131.1703,131.1899,5399,,,,
AAPL,2021-06-23 18:38:00,131.1605,131.1605,131.1605,131.1605,1000,,,,
AAPL,2021-06-23 18:35:00,131.1801,131.1801,131.1801,131.1801,400,,,,
AAPL,2021-06-23 18:34:00,131.1899,131.1899,131.1605,131.1605,1705,,,,
AAPL,2021-06-23 18:33:00,131.1703,131.1703,131.1703,131.1703,132,,,,
AAPL,2021-06-23 18:32:00,131.1605,131.1605,131.1605,131.1605,1700,,,,
AAPL,2021-06-23 18:31:00,131.1605,131.1605,131.1605,131.1605,100,,,,
AAPL,2021-06-23 18:29:00,131.1605,131.1605,131.1605,131.1605,954,,,,
AAPL,2021-06-23 18:26:00,131.1605,131.1801,131.1605,131.1801,4793,,,,
AAPL,2021-06-23 18:25:00,131.1605,131.1605,131.1605,131.1605,955,,,,
AAPL,2021-06-23 18:24:00,131.1409,131.1409,131.1409,131.1409,355,,,,
AAPL,2021-06-23 18:23:00,131.1115,131.1115,131.1115,131.1115,1382,,,,
AAPL,2021-06-23 18:22:00,131.1115,131.1115,131.0820,131.0820,3785,,,,
AAPL,2021-06-23 18:20:00,131.1605,131.1605,131.1507,131.1507,1191,,,,
AAPL,2021-06-23 18:17:00,131.1801,131.1801,131.1605,131.1801,1656,,,,
AAPL,2021-06-23 18:16:00,131.1703,131.1801,131.1703,131.1801,2100,,,,
AAPL,2021-06-23 18:13:00,131.1605,131.1605,131.1605,131.1605,100,,,,
AAPL,2021-06-23 18:12:00,131.1801,131.1801,131.1801,131.1801,990,,,,
AAPL,2021-06-23 18:11:00,131.1703,131.1703,131.1703,131.1703,200,,,,
AAPL,2021-06-23 18:10:00,131.1605,131.1605,131.1507,131.1605,990,,,,
AAPL,2021-06-23 18:09:00,131.1605,131.1605,131.1605,131.1605,500,,,,
AAPL,2021-06-23 18:07:00,131.1605,131.1605,131.1605,131.1605,420,,,,
AAPL,2021-06-23 18:06:00,131.1115,131.1605,131.1115,131.1605,1431,,,,
AAPL,2021-06-23 18:05:00,131.1507,131.1507,131.1409,131.1409,2332,,,,
AAPL,2021-06-23 18:04:00,131.1409,131.1507,131.1409,131.1507,362,,,,
AAPL,2021-06-23 18:03:00,131.1213,131.1213,131.1213,131.1213,1000,,,,
AAPL,2021-06-23 18:02:00,131.1311,131.1311,131.1311,131.1311,494,,,,
AAPL,2021-06-23 18:00:00,131.1115,131.1115,131.1115,131.1115,100,,,,
AAPL,2021-06-23 17:58:00,131.1409,131.1409,131.1409,131.1409,100,,,,
AAPL,2021-06-23 17:57:00,131.1115,131.1115,131.1115,131.1115,516,,,,
AAPL,2021-06-23 17:56:00,131.1016,131.1016,131.1016,131.1016,796,,,,
AAPL,2021-06-23 17:55:00,131.1016,131.1016,131.1016,131.1016,129,,,,
AAPL,2021-06-23 17:54:00,131.1016,131.1016,131.1016,131.1016,230,,,,
AAPL,2021-06-23 17:51:00,131.0918,131.0918,131.0820,131.0820,2149,,,,
AAPL,2021-06-23 17:50:00,131.1016,131.1016,131.1016,131.1016,200,,,,
AAPL,2021-06-23 17:45:00,131.0918,131.0918,131.0918,131.0918,200,,,,
AAPL,2021-06-23 17:44:00,131.1016,131.1016,131.0918,131.0918,1037,,,,
AAPL,2021-06-23 17:43:00,131.0820,131.0820,131.0820,131.0820,175,,,,
AAPL,2021-06-23 17:41:00,131.0820,131.0820,131.0820,131.0820,844,,,,
AAPL,2021-06-23 17:40:00,131.0918,131.0918,131.0918,131.0918,200,,,,
AAPL,2021-06-23 17:38:00,131.0918,131.0918,131.0917,131.0917,400,,,,
AAPL,2021-06-23 17:37:00,131.0820,131.0820,131.0820,131.0820,129,,,,
AAPL,2021-06-23 17:32:00,131.0820,131.1115,131.0820,131.1016,450,,,,
AAPL,2021-06-23 17:31:00,131.0918,131.0918,131.0918,131.0918,200,,,,
AAPL,2021-06-23 17:30:00,131.0918,131.0918,131.0918,131.0918,469,,,,
AAPL,2021-06-23 17:29:00,131.1507,131.1507,131.1016,131.1016,480,,,,
AAPL,2021-06-23 17:27:00,131.1311,131.1311,131.1311,131.1311,125,,,,
AAPL,2021-06-23 17:25:00,131.0918,131.1115,131.0918,131.0918,900,,,,
AAPL,2021-06-23 17:24:00,131.0918,131.0918,131.0918,131.0918,155,,,,
AAPL,2021-06-23 17:22:00,131.0918,131.0918,131.0918,131.0918,177,,,,
AAPL,2021-06-23 17:21:00,131.0918,131.0918,131.0918,131.0918,174,,,,
AAPL,2021-06-23 17:20:00,131.1506,131.1506,131.1506,131.1506,1000,,,,
AAPL,2021-06-23 17:19:00,131.1605,131.1654,131.1605,131.1605,6576,,,,
AAPL,2021-06-23 17:18:00,131.1702,131.1702,131.1702,131.1702,1000,,,,
AAPL,2021-06-23 17:17:00,131.1605,131.1654,131.1605,131.1605,682,,,,
AAPL,2021-06-23 17:16:00,131.1605,131.1606,131.1605,131.1606,400,,,,
AAPL,2021-06-23 17:15:00,131.1016,131.1605,131.1016,131.1605,8274,,,,
AAPL,2021-06-23 17:14:00,131.1016,131.1016,131.1016,131.1016,2300,,,,
AAPL,2021-06-23 17:13:00,131.0722,131.0722,131.0722,131.0722,240,,,,
AAPL,2021-06-23 17:12:00,131.0722,131.1016,131.0722,131.1016,1017,,,,
AAPL,2021-06-23 17:10:00,131.1016,131.1016,131.0820,131.0820,1336,,,,
AAPL,2021-06-23 17:09:00,131.1016,131.1016,131.1016,131.1016,1100,,,,
AAPL,2021-06-23 17:08:00,131.1066,131.1115,131.1016,131.1016,1640,,,,
AAPL,2021-06-23 17:07:00,131.1016,131.1016,131.1016,131.1016,657,,,,
AAPL,2021-06-23 17:06:00,131.0820,131.0820,131.0722,131.0722,300,,,,
AAPL,2021-06-23 17:05:00,131.0722,131.0722,131.0722,131.0722,132,,,,
AAPL,2021-06-23 17:04:00,131.0820,131.0820,131.0820,131.0820,364,,,,
AAPL,2021-06-23 17:03:00,131.0820,131.0820,131.0820,131.0820,100,,,,
AAPL,2021-06-23 17:02:00,131.0918,131.0918,131.0820,131.0820,501,,,,
AAPL,2021-06-23 17:01:00,131.1016,131.1016,131.0722,131.0722,385,,,,
AAPL,2021-06-23 17:00:00,131.0722,131.0722,131.0722,131.0722,545,,,,
AAPL,2021-06-23 16:58:00,131.0624,131.0624,131.0624,131.0624,100,,,,
AAPL,2021-06-23 16:56:00,131.0918,131.0918,131.0918,131.0918,100,,,,
AAPL,2021-06-23 16:54:00,131.0526,131.0526,131.0526,131.0526,220,,,,
AAPL,2021-06-23 16:53:00,131.0820,131.0820,131.0820,131.0820,200,,,,
AAPL,2021-06-23 16:52:00,131.0722,131.1016,131.0722,131.1016,541,,,,
AAPL,2021-06-23 16:50:00,131.1016,131.1016,131.1016,131.1016,100,,,,
AAPL,2021-06-23 16:49:00,131.1016,131.1016,131.1016,131.1016,100,,,,
AAPL,2021-06-23 16:48:00,131.1016,131.1066,131.1016,131.1066,600,,,,
AAPL,2021-06-23 16:46:00,131.0134,131.0134,131.0134,131.0134,6388,,,,
AAPL,2021-06-23 16:45:00,131.0232,131.0232,131.0035,131.0035,8650,,,,
AAPL,2021-06-23 16:44:00,131.0232,131.1016,131.0134,131.0624,2372,,,,
AAPL,2021-06-23 16:43:00,131.0134,131.0134,131.0134,131.0134,799,,,,
AAPL,2021-06-23 16:42:00,131.0428,131.0428,131.0134,131.0134,400,,,,
AAPL,2021-06-23 16:41:00,131.0624,131.0624,130.9643,130.9643,10909,,,,
AAPL,2021-06-23 16:40:00,131.0134,131.0624,131.0134,131.0624,6993,,,,
AAPL,2021-06-23 16:39:00,131.0134,131.0134,130.9937,130.9937,696,,,,
AAPL,2021-06-23 16:38:00,131.0035,131.0134,130.9741,130.9741,500,,,,
AAPL,2021-06-23 16:37:00,131.0134,131.0134,131.0134,131.0134,9818,,,,
AAPL,2021-06-23 16:36:00,131.0624,131.0624,131.0134,131.0134,7998,,,,
AAPL,2021-06-23 16:35:00,131.0624,131.0624,131.0526,131.0526,1665,,,,
AAPL,2021-06-23 16:34:00,131.0624,131.0624,131.0624,131.0624,1794,,,,
AAPL,2021-06-23 16:33:00,131.0624,131.0624,131.0624,131.0624,7677,,,,
AAPL,2021-06-23 16:32:00,131.0722,131.0722,131.0624,131.0624,2717,,,,
AAPL,2021-06-23 16:31:00,131.1016,131.1213,131.0624,131.0624,9273,,,,
AAPL,2021-06-23 16:30:00,131.1605,131.1605,131.1409,131.1409,1875,,,,
AAPL,2021-06-23 16:29:00,131.1605,131.1605,131.1604,131.1605,1259,,,,
AAPL,2021-06-23 16:28:00,131.1605,131.1605,131.1409,131.1409,1785,,,,
AAPL,2021-06-23 16:27:00,131.1604,131.1604,131.1409,131.1409,611,,,,
AAPL,2021-06-23 16:24:00,131.1409,131.1409,131.1409,131.1409,200,,,,
AAPL,2021-06-23 16:23:00,131.1311,131.1409,131.1311,131.1409,699,,,,
AAPL,2021-06-23 16:22:00,131.1115,131.1115,131.1115,131.1115,670,,,,
AAPL,2021-06-23 16:21:00,131.1115,131.1115,131.1115,131.1115,1300,,,,
AAPL,2021-06-23 16:20:00,131.1016,131.1016,131.1016,131.1016,100,,,,
AAPL,2021-06-23 16:19:00,131.1016,131.1115,131.1016,131.1115,3005,,,,
AAPL,2021-06-23 16:18:00,131.1115,131.1115,131.1016,131.1115,6275,,,,
AAPL,2021-06-23 16:17:00,131.1016,131.1605,131.1016,131.1605,2666,,,,
AAPL,2021-06-23 16:16:00,131.1115,131.1115,131.1016,131.1016,1779,,,,
AAPL,2021-06-23 16:15:00,131.1213,131.1605,131.1016,131.1016,10990,,,,
AAPL,2021-06-23 16:14:00,131.1016,131.1605,131.0820,131.1605,7359,,,,
AAPL,2021-06-23 16:13:00,131.1213,131.1213,131.0820,131.0820,7988,,,,
AAPL,2021-06-23 16:12:00,131.1507,131.1507,131.1213,131.1213,3616,,,,
AAPL,2021-06-23 16:11:00,131.1409,131.1507,131.1409,131.1507,1018,,,,
AAPL,2021-06-23 16:10:00,131.1311,131.1311,131.1311,131.1311,100,,,,
AAPL,2021-06-23 16:09:00,131.1605,131.1605,131.1311,131.1311,1615,,,,
AAPL,2021-06-23 16:08:00,131.1507,131.1605,131.1311,131.1311,1709,,,,
AAPL,2021-06-23 16:07:00,131.1507,131.1507,131.1409,131.1409,750,,,,
AAPL,2021-06-23 16:06:00,131.1507,131.1507,131.1507,131.1507,1448,,,,
AAPL,2021-06-23 16:05:00,131.1507,131.1605,131.1507,131.1507,1086,,,,
AAPL,2021-06-23 16:04:00,131.1703,131.1703,131.1605,131.1605,368,,,,
AAPL,2021-06-23 16:03:00,131.1703,131.1801,131.1703,131.1703,4415,,,,
AAPL,2021-06-23 16:02:00,131.1801,131.1801,131.1605,131.1703,624630,,,,
AAPL,2021-06-23 16:01:00,131.1801,131.1801,131.1605,131.1801,132952,,,,
AAPL,2021-06-23 16:00:00,131.1605,131.1997,131.1605,131.1703,3612945,,,,
AAPL,2021-06-23 15:59:00,131.1752,131.1997,131.1115,131.1507,679501,,,,
AAPL,2021-06-23 15:58:00,131.1556,131.1899,131.1507,131.1703,216234,,,,
AAPL,2021-06-23 15:57:00,131.1507,131.2095,131.1507,131.1556,226246,,,,
AAPL,2021-06-23 15:56:00,131.1213,131.1605,131.1213,131.1507,208116,,,,
AAPL,2021-06-23 15:55:00,131.0544,131.1311,131.0526,131.1213,227207,,,,
AAPL,2021-06-23 15:54:00,130.9790,131.0706,130.9790,131.0575,163946,,,,
AAPL,2021-06-23 15:53:00,131.0281,131.0428,130.9839,130.9839,143147,,,,
AAPL,2021-06-23 15:52:00,131.0526,131.1115,131.0035,131.0330,205756,,,,
AAPL,2021-06-23 15:51:00,131.1016,131.1115,130.9747,131.0546,296103,,,,
AAPL,2021-06-23 15:50:00,131.0722,131.1164,131.0526,131.0919,226096,,,,
AAPL,2021-06-23 15:49:00,131.0654,131.0820,131.0260,131.0788,163348,,,,
AAPL,2021-06-23 15:48:00,131.1556,131.1605,131.0429,131.0722,168097,,,,
AAPL,2021-06-23 15:47:00,131.1532,131.1713,131.1458,131.1507,196118,,,,
AAPL,2021-06-23 15:46:00,131.1654,131.1703,131.1507,131.1556,78542,,,,
AAPL,2021-06-23 15:45:00,131.1752,131.1801,131.1605,131.1654,123044,,,,
AAPL,2021-06-23 15:44:00,131.1703,131.1801,131.1556,131.1704,78611,,,,
AAPL,2021-06-23 15:43:00,131.1557,131.1801,131.1311,131.1654,113138,,,,
AAPL,2021-06-23 15:42:00,131.1533,131.1801,131.1360,131.1556,88867,,,,
AAPL,2021-06-23 15:41:00,131.1948,131.1997,131.1605,131.1605,118334,,,,
AAPL,2021-06-23 15:40:00,131.2029,131.2390,131.1899,131.1948,83999,,,,
AAPL,2021-06-23 15:39:00,131.2194,131.2292,131.1899,131.2047,84905,,,,
AAPL,2021-06-23 15:38:00,131.2782,131.2831,131.2096,131.2145,142849,,,,
AAPL,2021-06-23 15:37:00,131.2684,131.2880,131.2390,131.2880,132556,,,,
AAPL,2021-06-23 15:36:00,131.3126,131.3175,131.2537,131.2586,94367,,,,
AAPL,2021-06-23 15:35:00,131.3426,131.3567,131.2978,131.3126,101296,,,,
AAPL,2021-06-23 15:34:00,131.3518,131.3744,131.3371,131.3432,61981,,,,
AAPL,2021-06-23 15:33:00,131.3985,131.4058,131.3372,131.3518,74920,,,,
AAPL,2021-06-23 15:32:00,131.3861,131.4058,131.3665,131.4009,61596,,,,
AAPL,2021-06-23 15:31:00,131.3882,131.4058,131.3665,131.3861,66751,,,,
AAPL,2021-06-23 15:30:00,131.4351,131.4351,131.3567,131.3910,103549,,,,
AAPL,2021-06-23 15:29:00,131.3769,131.4437,131.3763,131.4303,197799,,,,
AAPL,2021-06-23 15:28:00,131.3273,131.3861,131.3273,131.3812,110110,,,,
AAPL,2021-06-23 15:27:00,131.2783,131.3370,131.2783,131.3224,74597,,,,
AAPL,2021-06-23 15:26:00,131.3148,131.3273,131.2586,131.2822,89919,,,,
AAPL,2021-06-23 15:25:00,131.3714,131.3763,131.2978,131.3126,168138,,,,
AAPL,2021-06-23 15:24:00,131.3665,131.4058,131.3616,131.3665,78253,,,,
AAPL,2021-06-23 15:23:00,131.3665,131.3762,131.3567,131.3570,44037,,,,
AAPL,2021-06-23 15:22:00,131.3567,131.3763,131.3420,131.3714,50305,,,,
AAPL,2021-06-23 15:21:00,131.3665,131.3763,131.3381,131.3616,59330,,,,
AAPL,2021-06-23 15:20:00,131.3812,131.3861,131.3567,131.3567,43057,,,,
AAPL,2021-06-23 15:19:00,131.3763,131.3861,131.3469,131.3861,36257,,,,
AAPL,2021-06-23 15:18:00,131.3960,131.4111,131.3665,131.3812,62271,,,,
AAPL,2021-06-23 15:17:00,131.3616,131.4009,131.3469,131.4009,57952,,,,
AAPL,2021-06-23 15:16:00,131.3371,131.3763,131.3273,131.3567,45013,,,,
AAPL,2021-06-23 15:15:00,131.3861,131.3861,131.3176,131.3420,96254,,,,
AAPL,2021-06-23 15:14:00,131.3960,131.3960,131.3665,131.3861,58782,,,,
AAPL,2021-06-23 15:13:00,131.3861,131.4254,131.3763,131.3960,125297,,,,
AAPL,2021-06-23 15:12:00,131.3420,131.3861,131.3420,131.3812,46582,,,,
AAPL,2021-06-23 15:11:00,131.3224,131.3616,131.3175,131.3371,48797,,,,
AAPL,2021-06-23 15:10:00,131.3273,131.3567,131.3175,131.3273,53133,,,,
