Symbol,DateTime,Open,High,Low,Close,Volume,RSI_RSI,MACD_MACD,MACD_MACD_Signal,MACD_MACD_Hist
AAPL,2021-06-30 18:53:00,134.4763,134.4763,134.4763,134.4763,400,,,,
AAPL,2021-06-30 18:52:00,134.4763,134.4763,134.4763,134.4763,900,,,,
AAPL,2021-06-30 18:49:00,134.4273,134.4273,134.4273,134.4273,100,,,,
AAPL,2021-06-30 18:48:00,134.4469,134.4469,134.4469,134.4469,589,,,,
AAPL,2021-06-30 18:47:00,134.4469,134.4469,134.4469,134.4469,100,,,,
AAPL,2021-06-30 18:45:00,134.4371,134.4371,134.4371,134.4371,100,,,,
AAPL,2021-06-30 18:44:00,134.4273,134.4273,134.4273,134.4273,200,,,,
AAPL,2021-06-30 18:39:00,134.4174,134.4174,134.4174,134.4174,100,,,,
AAPL,2021-06-30 18:32:00,134.4469,134.4469,134.3978,134.4469,2341,,,,
AAPL,2021-06-30 18:31:00,134.4567,134.4567,134.4469,134.4469,200,,,,
AAPL,2021-06-30 18:30:00,134.4371,134.4469,134.4371,134.4469,2867,,,,
AAPL,2021-06-30 18:29:00,134.4174,134.4174,134.3978,134.3978,711,,,,
AAPL,2021-06-30 18:27:00,134.4371,134.4371,134.4371,134.4371,200,,,,
AAPL,2021-06-30 18:26:00,134.4371,134.4371,134.4371,134.4371,100,,,,
AAPL,2021-06-30 18:25:00,134.4273,134.4273,134.4273,134.4273,100,,,,
AAPL,2021-06-30 18:22:00,134.4273,134.4273,134.4273,134.4273,276,,,,
AAPL,2021-06-30 18:21:00,134.3979,134.3979,134.3979,134.3979,100,,,,
AAPL,2021-06-30 18:18:00,134.4174,134.4273,134.4076,134.4273,769,,,,
AAPL,2021-06-30 18:16:00,134.4174,134.4174,134.4174,134.4174,400,,,,
