Symbol_x,DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,Symbol_y
AAPL,2024-10-14 04:40:00,227.8490,227.8590,227.8490,227.8590,8,51.9622,0.0201,0.0221,-0.0020,,,,,,,,,,,,,,
AAPL,2024-10-14 04:41:00,227.8490,227.8690,227.8490,227.8490,37,51.4777,0.0216,0.0220,-0.0003,,,,,,,,,,,,,,
AAPL,2024-10-14 04:42:00,227.8191,227.8790,227.8191,227.8790,3,52.8968,0.0250,0.0226,0.0024,,,,,,,,,,,,,,
AAPL,2024-10-14 04:43:00,227.8191,227.8790,227.8191,227.8790,73,52.8968,0.0274,0.0235,0.0038,,,,,,,,,,,,,,
AAPL,2024-10-14 04:44:00,227.8690,227.8690,227.8091,227.8690,78,52.3054,0.0281,0.0244,0.0036,,,,,,,,,,,,,,
AAPL,2024-10-14 04:45:00,227.8690,227.8790,227.8290,227.8290,89,49.9021,0.0251,0.0246,0.0006,,,,,,,,,,,,,,
AAPL,2024-10-14 04:46:00,227.8290,227.8690,227.7991,227.8690,132,52.2642,0.0257,0.0248,0.0009,,,,,,,,,,,,,,
AAPL,2024-10-14 04:47:00,227.8191,227.8790,227.8191,227.8790,136,52.8625,0.0267,0.0252,0.0015,,,,,,,,,,,,,,
AAPL,2024-10-14 04:48:00,227.8790,227.8790,227.8790,227.8790,20,52.8625,0.0272,0.0256,0.0016,,,,,,,,,,,,,,
AAPL,2024-10-14 04:49:00,227.8790,227.9289,227.8790,227.8990,92,54.1943,0.0288,0.0262,0.0026,,,,,,,,,,,,,,
