Symbol_x,DateTime,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment,Symbol_y
AAPL,2024-10-16 07:24:00,233.8324,233.9723,233.8324,233.9623,3509,74.5695,0.1274,0.1186,0.0089,,,,,,,,,,,,,,
AAPL,2024-10-16 07:25:00,233.9123,233.9423,233.9024,233.9024,36,67.7044,0.1256,0.1200,0.0056,,,,,,,,,,,,,,
AAPL,2024-10-16 07:26:00,233.9024,233.9123,233.8324,233.8424,479,61.5973,0.1180,0.1196,-0.0016,,,,,,,,,,,,,,
AAPL,2024-10-16 07:27:00,233.9323,233.9323,233.9323,233.9323,250,66.4813,0.1178,0.1192,-0.0014,,,,,,,,,,,,,,
AAPL,2024-10-16 07:28:00,233.9523,233.9523,233.9523,233.9523,89,67.4714,0.1180,0.1190,-0.0010,,,,,,,,,,,,,,
AAPL,2024-10-16 07:29:00,233.9623,233.9623,233.9623,233.9623,50,67.9806,0.1175,0.1187,-0.0012,,,,,,,,,,,,,,
AAPL,2024-10-16 07:30:00,233.9523,233.9523,233.8524,233.8624,816,58.1728,0.1079,0.1165,-0.0086,,,,,,,,,,,,,,
AAPL,2024-10-16 07:31:00,233.8824,233.9123,233.8824,233.9123,46,61.1879,0.1031,0.1138,-0.0108,,,,,,,,,,,,,,
AAPL,2024-10-16 07:32:00,233.9323,233.9423,233.8724,233.9323,452,62.3569,0.0997,0.1110,-0.0113,,,,,,,,,,,,,,
AAPL,2024-10-16 07:33:00,233.8824,233.9423,233.8424,233.9423,1648,62.9576,0.0968,0.1082,-0.0114,,,,,,,,,,,,,,
AAPL,2024-10-16 07:34:00,233.8924,233.9523,233.8424,233.8924,139,57.9758,0.0893,0.1044,-0.0150,,,,,,,,,,,,,,
AAPL,2024-10-16 07:35:00,233.9123,233.9423,233.8924,233.8924,367,57.9758,0.0825,0.1000,-0.0175,,,,,,,,,,,,,,
AAPL,2024-10-16 07:36:00,233.8924,233.9723,233.8924,233.9623,394,62.7603,0.0818,0.0964,-0.0146,,,,,,,,,,,,,,
AAPL,2024-10-16 07:37:00,233.9723,233.9723,233.9623,233.9623,6,62.7603,0.0803,0.0932,-0.0128,,,,,,,,,,,,,,
AAPL,2024-10-16 07:38:00,233.9024,233.9223,233.8924,233.9223,377,58.3572,0.0751,0.0896,-0.0145,,,,,,,,,,,,,,
AAPL,2024-10-16 07:39:00,233.9123,233.9223,233.7525,233.7525,1705,44.1728,0.0565,0.0829,-0.0264,,,,,,,,,,,,,,
AAPL,2024-10-16 07:40:00,233.7425,233.7925,233.7425,233.7925,192,47.4117,0.0446,0.0753,-0.0307,,,,,,,,,,,,,,
AAPL,2024-10-16 07:41:00,233.7925,233.8424,233.5927,233.6426,3576,38.4119,0.0227,0.0648,-0.0420,,,,,,,,,,,,,,
AAPL,2024-10-16 07:42:00,233.7026,233.7325,233.6526,233.7325,198,45.1406,0.0125,0.0543,-0.0418,,,,,,,,,,,,,,
AAPL,2024-10-16 07:43:00,233.6626,233.6826,233.5927,233.6326,2118,39.9216,-0.0036,0.0427,-0.0463,,,,,,,,,,,,,,
AAPL,2024-10-16 07:44:00,233.6626,233.6626,233.6027,233.6227,257,39.4307,-0.0170,0.0308,-0.0477,,,,,,,,,,,,,,
AAPL,2024-10-16 07:45:00,233.6426,233.8324,233.6426,233.7825,2462,50.0213,-0.0145,0.0217,-0.0362,,,,,,,,,,,,,,
AAPL,2024-10-16 07:46:00,233.8224,233.8624,233.8224,233.8624,719,54.3219,-0.0060,0.0162,-0.0222,,,,,,,,,,,,,,
AAPL,2024-10-16 07:47:00,233.8524,233.8524,233.7925,233.8324,966,52.4976,-0.0017,0.0126,-0.0143,,,,,,,,,,,,,,
AAPL,2024-10-16 07:48:00,233.7825,233.8125,233.7825,233.8125,69,51.2616,0.0001,0.0101,-0.0100,,,,,,,,,,,,,,
AAPL,2024-10-16 07:49:00,233.7925,233.7925,233.7325,233.7825,91,49.3835,-0.0009,0.0079,-0.0088,,,,,,,,,,,,,,
AAPL,2024-10-16 07:50:00,233.7525,233.7625,233.6626,233.7625,774,48.1177,-0.0032,0.0057,-0.0089,,,,,,,,,,,,,,
AAPL,2024-10-16 07:51:00,233.7725,233.8025,233.7625,233.7625,146,48.1177,-0.0050,0.0035,-0.0086,,,,,,,,,,,,,,
AAPL,2024-10-16 07:52:00,233.7425,233.8025,233.7425,233.8025,24,51.0291,-0.0032,0.0022,-0.0054,,,,,,,,,,,,,,
AAPL,2024-10-16 07:53:00,233.7925,233.7925,233.6926,233.6926,228,43.7573,-0.0105,-0.0003,-0.0101,,,,,,,,,,,,,,
AAPL,2024-10-16 07:54:00,233.6726,233.6926,233.6726,233.6826,77,43.1552,-0.0169,-0.0036,-0.0132,,,,,,,,,,,,,,
AAPL,2024-10-16 07:55:00,233.6826,233.6926,233.6826,233.6926,244,43.9852,-0.0209,-0.0071,-0.0138,,,,,,,,,,,,,,
AAPL,2024-10-16 07:56:00,233.6726,233.6726,233.6626,233.6626,3,42.0037,-0.0262,-0.0109,-0.0153,,,,,,,,,,,,,,
AAPL,2024-10-16 07:57:00,233.6826,233.6926,233.6626,233.6826,1511,43.8207,-0.0285,-0.0144,-0.0140,,,,,,,,,,,,,,
AAPL,2024-10-16 07:58:00,233.6926,233.6926,233.6926,233.6926,178,44.7527,-0.0291,-0.0174,-0.0117,,,,,,,,,,,,,,
AAPL,2024-10-16 07:59:00,233.7026,233.7425,233.6926,233.7325,21,48.4376,-0.0261,-0.0191,-0.0070,,,,,,,,,,,,,,
AAPL,2024-10-16 08:00:00,234.2841,234.3407,232.7436,233.5927,413543,38.7068,-0.0346,-0.0222,-0.0124,,,,,,,,,,,,,,
AAPL,2024-10-16 08:01:00,233.6726,233.9723,233.3679,233.4928,6382,33.5259,-0.0488,-0.0275,-0.0213,,,,,,,,,,,,,,
AAPL,2024-10-16 08:02:00,233.5927,233.5927,233.4628,233.4928,5832,33.5259,-0.0594,-0.0339,-0.0255,,,,,,,,,,,,,,
AAPL,2024-10-16 08:03:00,233.5527,233.5527,233.4928,233.4928,33,33.5259,-0.0671,-0.0405,-0.0265,,,,,,,,,,,,,,
AAPL,2024-10-16 08:04:00,233.5427,233.5927,233.4928,233.5213,441,36.5490,-0.0700,-0.0464,-0.0236,,,,,,,,,,,,,,
AAPL,2024-10-16 08:05:00,233.5078,233.5927,233.4928,233.5078,321,35.7203,-0.0726,-0.0517,-0.0209,,,,,,,,,,,,,,
AAPL,2024-10-16 08:06:00,233.4928,233.5078,233.3530,233.3629,2666,28.2987,-0.0853,-0.0584,-0.0269,,,,,,,,,,,,,,
AAPL,2024-10-16 08:07:00,233.3829,233.4628,233.3167,233.3530,2524,27.8686,-0.0951,-0.0657,-0.0294,,,,,,,,,,,,,,
AAPL,2024-10-16 08:08:00,233.3779,233.4429,233.3130,233.4429,229,37.1290,-0.0946,-0.0715,-0.0231,,,,,,,,,,,,,,
AAPL,2024-10-16 08:09:00,233.4129,233.4429,233.3130,233.3130,5262,30.9484,-0.1034,-0.0779,-0.0255,,,,,,,,,,,,,,
AAPL,2024-10-16 08:10:00,233.3829,233.4429,233.3779,233.4179,391,39.6820,-0.1008,-0.0825,-0.0183,,,,,,,,,,,,,,
AAPL,2024-10-16 08:11:00,233.3971,233.4429,233.3130,233.3285,523,35.5541,-0.1047,-0.0869,-0.0178,,,,,,,,,,,,,,
AAPL,2024-10-16 08:12:00,233.3779,233.4329,232.6537,232.6537,34847,19.2652,-0.1604,-0.1016,-0.0588,,,,,,,,,,,,,,
AAPL,2024-10-16 08:13:00,232.6537,232.9134,232.6238,232.9035,2014,31.7311,-0.1823,-0.1178,-0.0646,,,,,,,,,,,,,,
AAPL,2024-10-16 08:14:00,232.8037,232.9035,232.6637,232.7037,1418,28.0056,-0.2133,-0.1369,-0.0765,,,,,,,,,,,,,,
AAPL,2024-10-16 08:15:00,232.6737,232.7436,232.6437,232.6787,3162,27.5699,-0.2372,-0.1569,-0.0803,,,,,,,,,,,,,,
AAPL,2024-10-16 08:16:00,232.6837,232.7436,232.6737,232.7237,7099,29.6905,-0.2496,-0.1755,-0.0741,,,,,,,,,,,,,,
AAPL,2024-10-16 08:17:00,232.7286,232.7336,232.7237,232.7336,3076,30.1797,-0.2557,-0.1915,-0.0642,,,,,,,,,,,,,,
AAPL,2024-10-16 08:18:00,232.7237,232.7436,232.7237,232.7336,2801,30.1797,-0.2575,-0.2047,-0.0528,,,,,,,,,,,,,,
AAPL,2024-10-16 08:19:00,232.7336,232.7436,232.6437,232.7313,2516,30.1238,-0.2562,-0.2150,-0.0412,,,,,,,,,,,,,,
AAPL,2024-10-16 08:20:00,232.6887,232.7336,232.6437,232.6887,1449,29.0479,-0.2557,-0.2232,-0.0325,,,,,,,,,,,,,,
AAPL,2024-10-16 08:21:00,232.6937,232.7436,232.6737,232.7436,872,32.3971,-0.2480,-0.2281,-0.0199,,,,,,,,,,,,,,
AAPL,2024-10-16 08:22:00,232.7436,232.7436,232.6937,232.7436,1951,32.3971,-0.2391,-0.2303,-0.0088,,,,,,,,,,,,,,
AAPL,2024-10-16 08:23:00,232.7085,232.7436,232.6937,232.7137,1180,31.4577,-0.2318,-0.2306,-0.0012,,,,,,,,,,,,,,
AAPL,2024-10-16 08:24:00,232.7336,232.7436,232.6238,232.7237,2353,32.1638,-0.2227,-0.2290,0.0064,,,,,,,,,,,,,,
AAPL,2024-10-16 08:25:00,232.7426,232.7436,232.6238,232.6787,1391,30.6345,-0.2165,-0.2265,0.0100,,,,,,,,,,,,,,
AAPL,2024-10-16 08:26:00,232.7037,232.7336,232.5438,232.6138,4087,28.5247,-0.2145,-0.2241,0.0096,,,,,,,,,,,,,,
AAPL,2024-10-16 08:27:00,232.6138,232.6887,232.5938,232.6637,608,32.3824,-0.2064,-0.2206,0.0142,,,,,,,,,,,,,,
AAPL,2024-10-16 08:28:00,232.6437,232.7436,232.6437,232.7436,1663,38.1357,-0.1914,-0.2147,0.0234,,,,,,,,,,,,,,
AAPL,2024-10-16 08:29:00,232.7436,232.7436,232.7170,232.7436,2983,38.1357,-0.1774,-0.2073,0.0299,,,,,,,,,,,,,,
AAPL,2024-10-16 08:30:00,232.7436,232.7436,232.6437,232.7436,1349,38.1357,-0.1644,-0.1987,0.0343,,,,,,,,,,,,,,
AAPL,2024-10-16 08:31:00,232.6937,232.7436,232.6537,232.7436,1658,38.1357,-0.1524,-0.1894,0.0370,,,,,,,,,,,,,,
AAPL,2024-10-16 08:32:00,232.7187,232.7436,232.6537,232.7187,2470,36.8189,-0.1432,-0.1802,0.0370,,,,,,,,,,,,,,
AAPL,2024-10-16 08:33:00,232.7336,232.7436,232.6437,232.7187,1368,36.8189,-0.1344,-0.1710,0.0366,,,,,,,,,,,,,,
AAPL,2024-10-16 08:34:00,232.7237,232.7436,232.6937,232.7436,1891,39.2516,-0.1240,-0.1616,0.0376,,,,,,,,,,,,,,
AAPL,2024-10-16 08:35:00,232.7336,232.7436,232.6537,232.7436,5090,39.2516,-0.1144,-0.1522,0.0378,,,,,,,,,,,,,,
AAPL,2024-10-16 08:36:00,232.7237,232.7436,232.6537,232.6537,1039,33.8155,-0.1128,-0.1443,0.0315,,,,,,,,,,,,,,
AAPL,2024-10-16 08:37:00,232.6537,232.6737,232.5838,232.6338,867,32.7307,-0.1118,-0.1378,0.0260,,,,,,,,,,,,,,
AAPL,2024-10-16 08:38:00,232.6537,232.6937,232.6038,232.6937,1700,39.0481,-0.1050,-0.1312,0.0263,,,,,,,,,,,,,,
AAPL,2024-10-16 08:39:00,232.6687,232.7436,232.5963,232.7187,1034,41.5127,-0.0964,-0.1243,0.0278,,,,,,,,,,,,,,
AAPL,2024-10-16 08:40:00,232.7187,232.7436,232.6887,232.6887,1578,39.4512,-0.0910,-0.1176,0.0266,,,,,,,,,,,,,,
AAPL,2024-10-16 08:41:00,232.7187,232.7424,232.6338,232.6338,2308,35.9284,-0.0902,-0.1121,0.0220,,,,,,,,,,,,,,
AAPL,2024-10-16 08:42:00,232.6437,232.7336,232.5938,232.6537,751,38.0932,-0.0868,-0.1071,0.0202,,,,,,,,,,,,,,
AAPL,2024-10-16 08:43:00,232.6345,232.6729,232.6033,232.6437,706,37.4126,-0.0841,-0.1025,0.0184,,,,,,,,,,,,,,
AAPL,2024-10-16 08:44:00,232.6338,232.6697,232.5938,232.6537,1378,38.5941,-0.0801,-0.0980,0.0179,,,,,,,,,,,,,,
AAPL,2024-10-16 08:45:00,232.6238,235.6654,232.5438,232.6537,816,38.5941,-0.0761,-0.0936,0.0175,,,,,,,,,,,,,,
AAPL,2024-10-16 08:46:00,232.6263,232.6737,232.5953,232.6188,4157,35.8471,-0.0749,-0.0899,0.0150,,,,,,,,,,,,,,
AAPL,2024-10-16 08:47:00,232.6338,232.7237,232.6238,232.6937,1395,44.8980,-0.0671,-0.0853,0.0182,,,,,,,,,,,,,,
AAPL,2024-10-16 08:48:00,232.7037,232.7436,225.4217,232.6937,327,44.8980,-0.0603,-0.0803,0.0200,,,,,,,,,,,,,,
AAPL,2024-10-16 08:49:00,232.7137,232.7436,232.6937,232.7436,2382,50.3174,-0.0502,-0.0743,0.0241,,,,,,,,,,,,,,
AAPL,2024-10-16 08:50:00,232.7336,232.7436,232.6937,232.7436,332,50.3174,-0.0418,-0.0678,0.0260,,,,,,,,,,,,,,
AAPL,2024-10-16 08:51:00,232.7336,232.7636,232.6937,232.7336,11002,49.1951,-0.0355,-0.0613,0.0258,,,,,,,,,,,,,,
AAPL,2024-10-16 08:52:00,232.7436,232.7436,232.5838,232.6440,2821,40.4745,-0.0373,-0.0565,0.0192,,,,,,,,,,,,,,
AAPL,2024-10-16 08:53:00,232.6887,232.7436,232.6437,232.7137,624,48.1637,-0.0327,-0.0518,0.0190,,,,,,,,,,,,,,
AAPL,2024-10-16 08:54:00,232.6949,232.7436,232.6641,232.7336,983,50.1535,-0.0272,-0.0469,0.0197,,,,,,,,,,,,,,
AAPL,2024-10-16 08:55:00,232.7137,232.7436,232.5838,232.5838,2182,38.2841,-0.0345,-0.0444,0.0099,,,,,,,,,,,,,,
AAPL,2024-10-16 08:56:00,232.6138,232.7137,232.5838,232.6338,9094,43.1166,-0.0358,-0.0427,0.0068,,,,,,,,,,,,,,
AAPL,2024-10-16 08:57:00,232.6437,232.6737,232.5838,232.6637,1042,45.8561,-0.0341,-0.0410,0.0069,,,,,,,,,,,,,,
AAPL,2024-10-16 08:58:00,232.6288,232.6537,232.5838,232.6469,501,44.5618,-0.0337,-0.0395,0.0058,,,,,,,,,,,,,,
AAPL,2024-10-16 08:59:00,232.6288,232.6537,232.6038,232.6138,909,42.0368,-0.0356,-0.0387,0.0031,,,,,,,,,,,,,,
AAPL,2024-10-16 09:00:00,232.6437,232.6737,232.6188,232.6537,456,46.0065,-0.0335,-0.0377,0.0042,,,,,,,,,,,,,,
AAPL,2024-10-16 09:01:00,232.6587,232.6937,232.6457,232.6937,664,49.7151,-0.0283,-0.0358,0.0075,,,,,,,,,,,,,,
AAPL,2024-10-16 09:02:00,232.6937,232.7336,232.6637,232.7336,2235,53.1785,-0.0208,-0.0328,0.0120,,,,,,,,,,,,,,
AAPL,2024-10-16 09:03:00,232.6985,232.9634,232.6937,232.8935,3633,63.8918,-0.0018,-0.0266,0.0248,,,,,,,,,,,,,,
AAPL,2024-10-16 09:04:00,232.9334,232.9409,232.6238,232.7237,4399,50.6350,-0.0005,-0.0214,0.0209,,,,,,,,,,,,,,
AAPL,2024-10-16 09:05:00,232.7237,232.9035,232.6617,232.8086,1044,55.5960,0.0073,-0.0157,0.0229,,,,,,,,,,,,,,
AAPL,2024-10-16 09:06:00,232.8086,232.8935,232.7237,232.7736,509,53.2241,0.0105,-0.0104,0.0209,,,,,,,,,,,,,,
AAPL,2024-10-16 09:07:00,232.7237,232.9434,232.7237,232.8535,1865,57.6695,0.0193,-0.0045,0.0238,,,,,,,,,,,,,,
AAPL,2024-10-16 09:08:00,232.8335,232.9434,232.7436,232.7836,1391,52.9295,0.0204,0.0005,0.0199,,,,,,,,,,,,,,
AAPL,2024-10-16 09:09:00,232.7836,232.9434,232.7836,232.8485,2214,56.5045,0.0262,0.0056,0.0206,,,,,,,,,,,,,,
AAPL,2024-10-16 09:10:00,232.8235,232.9339,232.8036,232.8732,1702,57.8156,0.0324,0.0110,0.0214,,,,,,,,,,,,,,
AAPL,2024-10-16 09:11:00,232.8245,232.9035,232.8235,232.8235,949,54.2707,0.0330,0.0154,0.0176,,,,,,,,,,,,,,
AAPL,2024-10-16 09:12:00,232.8535,232.9434,232.8335,232.9404,438,60.4228,0.0423,0.0208,0.0216,,,,,,,,,,,,,,
AAPL,2024-10-16 09:13:00,232.9434,232.9434,232.8280,232.8835,768,56.4391,0.0446,0.0255,0.0191,,,,,,,,,,,,,,
AAPL,2024-10-16 09:14:00,232.8541,232.9628,232.8535,232.9534,1276,59.9328,0.0515,0.0307,0.0208,,,,,,,,,,,,,,
AAPL,2024-10-16 09:15:00,232.9534,232.9834,232.7536,232.9560,4763,60.0609,0.0565,0.0359,0.0206,,,,,,,,,,,,,,
AAPL,2024-10-16 09:16:00,232.9234,232.9834,232.8335,232.9434,190,59.0750,0.0588,0.0405,0.0183,,,,,,,,,,,,,,
AAPL,2024-10-16 09:17:00,232.9484,232.9834,232.8335,232.9035,2262,55.9358,0.0567,0.0437,0.0130,,,,,,,,,,,,,,
AAPL,2024-10-16 09:18:00,232.9084,232.9734,232.8435,232.8685,283,53.2685,0.0517,0.0453,0.0064,,,,,,,,,,,,,,
AAPL,2024-10-16 09:19:00,232.8635,232.8935,232.7536,232.8235,1128,49.9693,0.0435,0.0450,-0.0014,,,,,,,,,,,,,,
AAPL,2024-10-16 09:20:00,232.8580,232.8580,232.6462,232.6687,2143,40.6339,0.0243,0.0408,-0.0165,,,,,,,,,,,,,,
AAPL,2024-10-16 09:21:00,232.6937,232.7636,232.5838,232.6910,3926,42.3039,0.0108,0.0348,-0.0241,,,,,,,,,,,,,,
AAPL,2024-10-16 09:22:00,232.6737,232.6737,232.2442,232.6038,11755,37.8186,-0.0069,0.0265,-0.0334,,,,,,,,,,,,,,
AAPL,2024-10-16 09:23:00,232.4689,232.5339,232.3341,232.4889,1719,32.8739,-0.0299,0.0152,-0.0451,,,,,,,,,,,,,,
AAPL,2024-10-16 09:24:00,232.4939,232.5339,232.2542,232.2941,3442,26.5379,-0.0631,-0.0005,-0.0626,,,,,,,,,,,,,,
AAPL,2024-10-16 09:25:00,232.2941,232.2941,231.2453,231.3352,102197,13.1255,-0.1649,-0.0333,-0.1315,,,,,,,,,,,,,,
AAPL,2024-10-16 09:26:00,231.3352,231.6948,231.2453,231.6149,58884,25.0273,-0.2204,-0.0707,-0.1497,,,,,,,,,,,,,,
AAPL,2024-10-16 09:27:00,231.5949,231.8646,231.2453,231.6748,40564,27.3250,-0.2566,-0.1079,-0.1487,,,,,,,,,,,,,,
AAPL,2024-10-16 09:28:00,231.6049,231.6049,231.1454,231.2952,41403,22.6009,-0.3124,-0.1488,-0.1636,,,,,,,,,,,,,,
AAPL,2024-10-16 09:29:00,231.2553,231.4550,231.1554,231.4550,21373,28.2274,-0.3397,-0.1870,-0.1527,,,,,,,,,,,,,,
AAPL,2024-10-16 09:30:00,231.3452,231.8646,231.1754,231.3651,1591513,27.0368,-0.3645,-0.2225,-0.1420,,,,,,,,,,,,,,
AAPL,2024-10-16 09:31:00,231.3951,231.5449,231.0055,231.3302,252462,26.5675,-0.3825,-0.2545,-0.1280,,,,,,,,,,,,,,
AAPL,2024-10-16 09:32:00,231.3252,231.7395,231.2153,231.2553,192253,25.5443,-0.3982,-0.2832,-0.1150,,,,,,,,,,,,,,
AAPL,2024-10-16 09:33:00,231.2453,231.4251,231.0555,231.2943,191926,27.1202,-0.4029,-0.3072,-0.0957,,,,,,,,,,,,,,
AAPL,2024-10-16 09:34:00,231.2653,231.3751,230.9556,231.1754,221774,25.3594,-0.4114,-0.3280,-0.0834,,,,,,,,,,,,,,
AAPL,2024-10-16 09:35:00,231.1804,231.2553,230.8257,231.1454,263585,24.9206,-0.4159,-0.3456,-0.0703,,,,,,,,,,,,,,
AAPL,2024-10-16 09:36:00,231.1654,231.2303,230.8058,230.8158,199466,20.6807,-0.4409,-0.3646,-0.0762,,,,,,,,,,,,,,
AAPL,2024-10-16 09:37:00,230.8058,230.9905,230.5261,230.6360,281417,18.8016,-0.4698,-0.3857,-0.0841,,,,,,,,,,,,,,
AAPL,2024-10-16 09:38:00,230.6509,230.7358,230.2664,230.3563,227276,16.3179,-0.5094,-0.4104,-0.0990,,,,,,,,,,,,,,
AAPL,2024-10-16 09:39:00,230.3644,230.5600,230.1265,230.2714,249236,15.6423,-0.5414,-0.4366,-0.1048,,,,,,,,,,,,,,
AAPL,2024-10-16 09:40:00,230.2664,230.6360,230.2164,230.5460,220004,26.2764,-0.5384,-0.4570,-0.0814,,,,,,,,,,,,,,
AAPL,2024-10-16 09:41:00,230.5460,230.7259,230.4961,230.6010,170407,28.2252,-0.5255,-0.4707,-0.0548,,,,,,,,,,,,,,
AAPL,2024-10-16 09:42:00,230.5760,230.6459,230.4062,230.5560,151947,27.5827,-0.5130,-0.4791,-0.0339,,,,,,,,,,,,,,
AAPL,2024-10-16 09:43:00,230.5567,230.7958,230.5567,230.7588,128733,34.7930,-0.4812,-0.4796,-0.0017,,,,,,,,,,,,,,
AAPL,2024-10-16 09:44:00,230.7692,230.7814,230.3862,230.4312,158365,29.6552,-0.4769,-0.4790,0.0021,,,,,,,,,,,,,,
AAPL,2024-10-16 09:45:00,230.4262,230.7358,230.3662,230.7358,148928,38.7174,-0.4439,-0.4720,0.0281,,,,,,,,,,,,,,
AAPL,2024-10-16 09:46:00,230.7259,230.7358,230.3862,230.4312,126074,34.0004,-0.4372,-0.4650,0.0279,,,,,,,,,,,,,,
AAPL,2024-10-16 09:47:00,230.4163,230.7259,230.2763,230.6799,162351,40.3858,-0.4071,-0.4535,0.0463,,,,,,,,,,,,,,
AAPL,2024-10-16 09:48:00,230.6759,230.6859,230.3662,230.4062,150995,36.2317,-0.4008,-0.4429,0.0421,,,,,,,,,,,,,,
AAPL,2024-10-16 09:49:00,230.3862,230.5161,230.2664,230.2863,101380,34.5553,-0.4008,-0.4345,0.0337,,,,,,,,,,,,,,
AAPL,2024-10-16 09:50:00,230.2963,230.3413,230.1565,230.1864,132068,33.1777,-0.4042,-0.4284,0.0242,,,,,,,,,,,,,,
AAPL,2024-10-16 09:51:00,230.1765,230.3165,230.1665,230.2464,103095,34.8558,-0.3975,-0.4223,0.0248,,,,,,,,,,,,,,
AAPL,2024-10-16 09:52:00,230.2296,230.2963,230.1565,230.2064,90265,34.2385,-0.3909,-0.4160,0.0251,,,,,,,,,,,,,,
AAPL,2024-10-16 09:53:00,230.1892,230.2564,229.9267,229.9967,195204,31.1221,-0.3980,-0.4124,0.0144,,,,,,,,,,,,,,
AAPL,2024-10-16 09:54:00,229.9967,230.2943,229.9767,230.2590,145358,38.6430,-0.3781,-0.4055,0.0274,,,,,,,,,,,,,,
AAPL,2024-10-16 09:55:00,230.2664,230.3462,230.1565,230.2763,116581,39.1173,-0.3568,-0.3958,0.0390,,,,,,,,,,,,,,
AAPL,2024-10-16 09:56:00,230.2564,230.3462,229.9867,229.9967,111419,34.4955,-0.3584,-0.3883,0.0299,,,,,,,,,,,,,,
AAPL,2024-10-16 09:57:00,230.0144,230.0866,229.9167,229.9867,126950,34.3395,-0.3564,-0.3819,0.0256,,,,,,,,,,,,,,
AAPL,2024-10-16 09:58:00,229.9917,230.0216,229.8069,229.8468,152159,32.1469,-0.3618,-0.3779,0.0161,,,,,,,,,,,,,,
AAPL,2024-10-16 09:59:00,229.8428,229.9317,229.7769,229.8268,141370,31.8342,-0.3636,-0.3750,0.0114,,,,,,,,,,,,,,
AAPL,2024-10-16 10:00:00,229.8318,229.9867,229.7869,229.7869,164125,31.1809,-0.3640,-0.3728,0.0088,,,,,,,,,,,,,,
AAPL,2024-10-16 10:01:00,229.7849,229.8668,229.5871,229.6770,245520,29.3944,-0.3690,-0.3721,0.0031,,,,,,,,,,,,,,
AAPL,2024-10-16 10:02:00,229.6770,230.0066,229.6173,229.9068,136794,37.4624,-0.3503,-0.3677,0.0174,,,,,,,,,,,,,,
